| time  | reset |ARegis|DRegis|      PC[]       |
| 501   |   0   | 0011 | ffc0 | 000000000001011 |
| 502   |   0   | 0011 | 0024 | 000000000001100 |
| 503   |   0   | 0010 | 0024 | 000000000001101 |
| 504   |   0   | 0010 | 0024 | 000000000001110 |
| 505   |   0   | 0011 | 0024 | 000000000001111 |
| 506   |   0   | 0011 | 0024 | 000000000010000 |
| 507   |   0   | 0004 | 0024 | 000000000010001 |
| 508   |   0   | 0004 | 0024 | 000000000000100 |
| 509   |   0   | 0011 | 0024 | 000000000000101 |
| 510   |   0   | 0011 | 0025 | 000000000000110 |
| 511   |   0   | 0064 | 0025 | 000000000000111 |
| 512   |   0   | 0064 | ffc1 | 000000000001000 |
| 513   |   0   | 0012 | ffc1 | 000000000001001 |
| 514   |   0   | 0012 | ffc1 | 000000000001010 |
| 515   |   0   | 0011 | ffc1 | 000000000001011 |
| 516   |   0   | 0011 | 0025 | 000000000001100 |
| 517   |   0   | 0010 | 0025 | 000000000001101 |
| 518   |   0   | 0010 | 0025 | 000000000001110 |
| 519   |   0   | 0011 | 0025 | 000000000001111 |
| 520   |   0   | 0011 | 0025 | 000000000010000 |
| 521   |   0   | 0004 | 0025 | 000000000010001 |
| 522   |   0   | 0004 | 0025 | 000000000000100 |
| 523   |   0   | 0011 | 0025 | 000000000000101 |
| 524   |   0   | 0011 | 0026 | 000000000000110 |
| 525   |   0   | 0064 | 0026 | 000000000000111 |
| 526   |   0   | 0064 | ffc2 | 000000000001000 |
| 527   |   0   | 0012 | ffc2 | 000000000001001 |
| 528   |   0   | 0012 | ffc2 | 000000000001010 |
| 529   |   0   | 0011 | ffc2 | 000000000001011 |
| 530   |   0   | 0011 | 0026 | 000000000001100 |
| 531   |   0   | 0010 | 0026 | 000000000001101 |
| 532   |   0   | 0010 | 0026 | 000000000001110 |
| 533   |   0   | 0011 | 0026 | 000000000001111 |
| 534   |   0   | 0011 | 0026 | 000000000010000 |
| 535   |   0   | 0004 | 0026 | 000000000010001 |
| 536   |   0   | 0004 | 0026 | 000000000000100 |
| 537   |   0   | 0011 | 0026 | 000000000000101 |
| 538   |   0   | 0011 | 0027 | 000000000000110 |
| 539   |   0   | 0064 | 0027 | 000000000000111 |
| 540   |   0   | 0064 | ffc3 | 000000000001000 |
| 541   |   0   | 0012 | ffc3 | 000000000001001 |
| 542   |   0   | 0012 | ffc3 | 000000000001010 |
| 543   |   0   | 0011 | ffc3 | 000000000001011 |
| 544   |   0   | 0011 | 0027 | 000000000001100 |
| 545   |   0   | 0010 | 0027 | 000000000001101 |
| 546   |   0   | 0010 | 0027 | 000000000001110 |
| 547   |   0   | 0011 | 0027 | 000000000001111 |
| 548   |   0   | 0011 | 0027 | 000000000010000 |
| 549   |   0   | 0004 | 0027 | 000000000010001 |
| 550   |   0   | 0004 | 0027 | 000000000000100 |
| 551   |   0   | 0011 | 0027 | 000000000000101 |
| 552   |   0   | 0011 | 0028 | 000000000000110 |
| 553   |   0   | 0064 | 0028 | 000000000000111 |
| 554   |   0   | 0064 | ffc4 | 000000000001000 |
| 555   |   0   | 0012 | ffc4 | 000000000001001 |
| 556   |   0   | 0012 | ffc4 | 000000000001010 |
| 557   |   0   | 0011 | ffc4 | 000000000001011 |
| 558   |   0   | 0011 | 0028 | 000000000001100 |
| 559   |   0   | 0010 | 0028 | 000000000001101 |
| 560   |   0   | 0010 | 0028 | 000000000001110 |
| 561   |   0   | 0011 | 0028 | 000000000001111 |
| 562   |   0   | 0011 | 0028 | 000000000010000 |
| 563   |   0   | 0004 | 0028 | 000000000010001 |
| 564   |   0   | 0004 | 0028 | 000000000000100 |
| 565   |   0   | 0011 | 0028 | 000000000000101 |
| 566   |   0   | 0011 | 0029 | 000000000000110 |
| 567   |   0   | 0064 | 0029 | 000000000000111 |
| 568   |   0   | 0064 | ffc5 | 000000000001000 |
| 569   |   0   | 0012 | ffc5 | 000000000001001 |
| 570   |   0   | 0012 | ffc5 | 000000000001010 |
| 571   |   0   | 0011 | ffc5 | 000000000001011 |
| 572   |   0   | 0011 | 0029 | 000000000001100 |
| 573   |   0   | 0010 | 0029 | 000000000001101 |
| 574   |   0   | 0010 | 0029 | 000000000001110 |
| 575   |   0   | 0011 | 0029 | 000000000001111 |
| 576   |   0   | 0011 | 0029 | 000000000010000 |
| 577   |   0   | 0004 | 0029 | 000000000010001 |
| 578   |   0   | 0004 | 0029 | 000000000000100 |
| 579   |   0   | 0011 | 0029 | 000000000000101 |
| 580   |   0   | 0011 | 002a | 000000000000110 |
| 581   |   0   | 0064 | 002a | 000000000000111 |
| 582   |   0   | 0064 | ffc6 | 000000000001000 |
| 583   |   0   | 0012 | ffc6 | 000000000001001 |
| 584   |   0   | 0012 | ffc6 | 000000000001010 |
| 585   |   0   | 0011 | ffc6 | 000000000001011 |
| 586   |   0   | 0011 | 002a | 000000000001100 |
| 587   |   0   | 0010 | 002a | 000000000001101 |
| 588   |   0   | 0010 | 002a | 000000000001110 |
| 589   |   0   | 0011 | 002a | 000000000001111 |
| 590   |   0   | 0011 | 002a | 000000000010000 |
| 591   |   0   | 0004 | 002a | 000000000010001 |
| 592   |   0   | 0004 | 002a | 000000000000100 |
| 593   |   0   | 0011 | 002a | 000000000000101 |
| 594   |   0   | 0011 | 002b | 000000000000110 |
| 595   |   0   | 0064 | 002b | 000000000000111 |
| 596   |   0   | 0064 | ffc7 | 000000000001000 |
| 597   |   0   | 0012 | ffc7 | 000000000001001 |
| 598   |   0   | 0012 | ffc7 | 000000000001010 |
| 599   |   0   | 0011 | ffc7 | 000000000001011 |
| 600   |   0   | 0011 | 002b | 000000000001100 |
| 601   |   0   | 0010 | 002b | 000000000001101 |
| 602   |   0   | 0010 | 002b | 000000000001110 |
| 603   |   0   | 0011 | 002b | 000000000001111 |
| 604   |   0   | 0011 | 002b | 000000000010000 |
| 605   |   0   | 0004 | 002b | 000000000010001 |
| 606   |   0   | 0004 | 002b | 000000000000100 |
| 607   |   0   | 0011 | 002b | 000000000000101 |
| 608   |   0   | 0011 | 002c | 000000000000110 |
| 609   |   0   | 0064 | 002c | 000000000000111 |
| 610   |   0   | 0064 | ffc8 | 000000000001000 |
| 611   |   0   | 0012 | ffc8 | 000000000001001 |
| 612   |   0   | 0012 | ffc8 | 000000000001010 |
| 613   |   0   | 0011 | ffc8 | 000000000001011 |
| 614   |   0   | 0011 | 002c | 000000000001100 |
| 615   |   0   | 0010 | 002c | 000000000001101 |
| 616   |   0   | 0010 | 002c | 000000000001110 |
| 617   |   0   | 0011 | 002c | 000000000001111 |
| 618   |   0   | 0011 | 002c | 000000000010000 |
| 619   |   0   | 0004 | 002c | 000000000010001 |
| 620   |   0   | 0004 | 002c | 000000000000100 |
| 621   |   0   | 0011 | 002c | 000000000000101 |
| 622   |   0   | 0011 | 002d | 000000000000110 |
| 623   |   0   | 0064 | 002d | 000000000000111 |
| 624   |   0   | 0064 | ffc9 | 000000000001000 |
| 625   |   0   | 0012 | ffc9 | 000000000001001 |
| 626   |   0   | 0012 | ffc9 | 000000000001010 |
| 627   |   0   | 0011 | ffc9 | 000000000001011 |
| 628   |   0   | 0011 | 002d | 000000000001100 |
| 629   |   0   | 0010 | 002d | 000000000001101 |
| 630   |   0   | 0010 | 002d | 000000000001110 |
| 631   |   0   | 0011 | 002d | 000000000001111 |
| 632   |   0   | 0011 | 002d | 000000000010000 |
| 633   |   0   | 0004 | 002d | 000000000010001 |
| 634   |   0   | 0004 | 002d | 000000000000100 |
| 635   |   0   | 0011 | 002d | 000000000000101 |
| 636   |   0   | 0011 | 002e | 000000000000110 |
| 637   |   0   | 0064 | 002e | 000000000000111 |
| 638   |   0   | 0064 | ffca | 000000000001000 |
| 639   |   0   | 0012 | ffca | 000000000001001 |
| 640   |   0   | 0012 | ffca | 000000000001010 |
| 641   |   0   | 0011 | ffca | 000000000001011 |
| 642   |   0   | 0011 | 002e | 000000000001100 |
| 643   |   0   | 0010 | 002e | 000000000001101 |
| 644   |   0   | 0010 | 002e | 000000000001110 |
| 645   |   0   | 0011 | 002e | 000000000001111 |
| 646   |   0   | 0011 | 002e | 000000000010000 |
| 647   |   0   | 0004 | 002e | 000000000010001 |
| 648   |   0   | 0004 | 002e | 000000000000100 |
| 649   |   0   | 0011 | 002e | 000000000000101 |
| 650   |   0   | 0011 | 002f | 000000000000110 |
| 651   |   0   | 0064 | 002f | 000000000000111 |
| 652   |   0   | 0064 | ffcb | 000000000001000 |
| 653   |   0   | 0012 | ffcb | 000000000001001 |
| 654   |   0   | 0012 | ffcb | 000000000001010 |
| 655   |   0   | 0011 | ffcb | 000000000001011 |
| 656   |   0   | 0011 | 002f | 000000000001100 |
| 657   |   0   | 0010 | 002f | 000000000001101 |
| 658   |   0   | 0010 | 002f | 000000000001110 |
| 659   |   0   | 0011 | 002f | 000000000001111 |
| 660   |   0   | 0011 | 002f | 000000000010000 |
| 661   |   0   | 0004 | 002f | 000000000010001 |
| 662   |   0   | 0004 | 002f | 000000000000100 |
| 663   |   0   | 0011 | 002f | 000000000000101 |
| 664   |   0   | 0011 | 0030 | 000000000000110 |
| 665   |   0   | 0064 | 0030 | 000000000000111 |
| 666   |   0   | 0064 | ffcc | 000000000001000 |
| 667   |   0   | 0012 | ffcc | 000000000001001 |
| 668   |   0   | 0012 | ffcc | 000000000001010 |
| 669   |   0   | 0011 | ffcc | 000000000001011 |
| 670   |   0   | 0011 | 0030 | 000000000001100 |
| 671   |   0   | 0010 | 0030 | 000000000001101 |
| 672   |   0   | 0010 | 0030 | 000000000001110 |
| 673   |   0   | 0011 | 0030 | 000000000001111 |
| 674   |   0   | 0011 | 0030 | 000000000010000 |
| 675   |   0   | 0004 | 0030 | 000000000010001 |
| 676   |   0   | 0004 | 0030 | 000000000000100 |
| 677   |   0   | 0011 | 0030 | 000000000000101 |
| 678   |   0   | 0011 | 0031 | 000000000000110 |
| 679   |   0   | 0064 | 0031 | 000000000000111 |
| 680   |   0   | 0064 | ffcd | 000000000001000 |
| 681   |   0   | 0012 | ffcd | 000000000001001 |
| 682   |   0   | 0012 | ffcd | 000000000001010 |
| 683   |   0   | 0011 | ffcd | 000000000001011 |
| 684   |   0   | 0011 | 0031 | 000000000001100 |
| 685   |   0   | 0010 | 0031 | 000000000001101 |
| 686   |   0   | 0010 | 0031 | 000000000001110 |
| 687   |   0   | 0011 | 0031 | 000000000001111 |
| 688   |   0   | 0011 | 0031 | 000000000010000 |
| 689   |   0   | 0004 | 0031 | 000000000010001 |
| 690   |   0   | 0004 | 0031 | 000000000000100 |
| 691   |   0   | 0011 | 0031 | 000000000000101 |
| 692   |   0   | 0011 | 0032 | 000000000000110 |
| 693   |   0   | 0064 | 0032 | 000000000000111 |
| 694   |   0   | 0064 | ffce | 000000000001000 |
| 695   |   0   | 0012 | ffce | 000000000001001 |
| 696   |   0   | 0012 | ffce | 000000000001010 |
| 697   |   0   | 0011 | ffce | 000000000001011 |
| 698   |   0   | 0011 | 0032 | 000000000001100 |
| 699   |   0   | 0010 | 0032 | 000000000001101 |
| 700   |   0   | 0010 | 0032 | 000000000001110 |
| 701   |   0   | 0011 | 0032 | 000000000001111 |
| 702   |   0   | 0011 | 0032 | 000000000010000 |
| 703   |   0   | 0004 | 0032 | 000000000010001 |
| 704   |   0   | 0004 | 0032 | 000000000000100 |
| 705   |   0   | 0011 | 0032 | 000000000000101 |
| 706   |   0   | 0011 | 0033 | 000000000000110 |
| 707   |   0   | 0064 | 0033 | 000000000000111 |
| 708   |   0   | 0064 | ffcf | 000000000001000 |
| 709   |   0   | 0012 | ffcf | 000000000001001 |
| 710   |   0   | 0012 | ffcf | 000000000001010 |
| 711   |   0   | 0011 | ffcf | 000000000001011 |
| 712   |   0   | 0011 | 0033 | 000000000001100 |
| 713   |   0   | 0010 | 0033 | 000000000001101 |
| 714   |   0   | 0010 | 0033 | 000000000001110 |
| 715   |   0   | 0011 | 0033 | 000000000001111 |
| 716   |   0   | 0011 | 0033 | 000000000010000 |
| 717   |   0   | 0004 | 0033 | 000000000010001 |
| 718   |   0   | 0004 | 0033 | 000000000000100 |
| 719   |   0   | 0011 | 0033 | 000000000000101 |
| 720   |   0   | 0011 | 0034 | 000000000000110 |
| 721   |   0   | 0064 | 0034 | 000000000000111 |
| 722   |   0   | 0064 | ffd0 | 000000000001000 |
| 723   |   0   | 0012 | ffd0 | 000000000001001 |
| 724   |   0   | 0012 | ffd0 | 000000000001010 |
| 725   |   0   | 0011 | ffd0 | 000000000001011 |
| 726   |   0   | 0011 | 0034 | 000000000001100 |
| 727   |   0   | 0010 | 0034 | 000000000001101 |
| 728   |   0   | 0010 | 0034 | 000000000001110 |
| 729   |   0   | 0011 | 0034 | 000000000001111 |
| 730   |   0   | 0011 | 0034 | 000000000010000 |
| 731   |   0   | 0004 | 0034 | 000000000010001 |
| 732   |   0   | 0004 | 0034 | 000000000000100 |
| 733   |   0   | 0011 | 0034 | 000000000000101 |
| 734   |   0   | 0011 | 0035 | 000000000000110 |
| 735   |   0   | 0064 | 0035 | 000000000000111 |
| 736   |   0   | 0064 | ffd1 | 000000000001000 |
| 737   |   0   | 0012 | ffd1 | 000000000001001 |
| 738   |   0   | 0012 | ffd1 | 000000000001010 |
| 739   |   0   | 0011 | ffd1 | 000000000001011 |
| 740   |   0   | 0011 | 0035 | 000000000001100 |
| 741   |   0   | 0010 | 0035 | 000000000001101 |
| 742   |   0   | 0010 | 0035 | 000000000001110 |
| 743   |   0   | 0011 | 0035 | 000000000001111 |
| 744   |   0   | 0011 | 0035 | 000000000010000 |
| 745   |   0   | 0004 | 0035 | 000000000010001 |
| 746   |   0   | 0004 | 0035 | 000000000000100 |
| 747   |   0   | 0011 | 0035 | 000000000000101 |
| 748   |   0   | 0011 | 0036 | 000000000000110 |
| 749   |   0   | 0064 | 0036 | 000000000000111 |
| 750   |   0   | 0064 | ffd2 | 000000000001000 |
| 751   |   0   | 0012 | ffd2 | 000000000001001 |
| 752   |   0   | 0012 | ffd2 | 000000000001010 |
| 753   |   0   | 0011 | ffd2 | 000000000001011 |
| 754   |   0   | 0011 | 0036 | 000000000001100 |
| 755   |   0   | 0010 | 0036 | 000000000001101 |
| 756   |   0   | 0010 | 0036 | 000000000001110 |
| 757   |   0   | 0011 | 0036 | 000000000001111 |
| 758   |   0   | 0011 | 0036 | 000000000010000 |
| 759   |   0   | 0004 | 0036 | 000000000010001 |
| 760   |   0   | 0004 | 0036 | 000000000000100 |
| 761   |   0   | 0011 | 0036 | 000000000000101 |
| 762   |   0   | 0011 | 0037 | 000000000000110 |
| 763   |   0   | 0064 | 0037 | 000000000000111 |
| 764   |   0   | 0064 | ffd3 | 000000000001000 |
| 765   |   0   | 0012 | ffd3 | 000000000001001 |
| 766   |   0   | 0012 | ffd3 | 000000000001010 |
| 767   |   0   | 0011 | ffd3 | 000000000001011 |
| 768   |   0   | 0011 | 0037 | 000000000001100 |
| 769   |   0   | 0010 | 0037 | 000000000001101 |
| 770   |   0   | 0010 | 0037 | 000000000001110 |
| 771   |   0   | 0011 | 0037 | 000000000001111 |
| 772   |   0   | 0011 | 0037 | 000000000010000 |
| 773   |   0   | 0004 | 0037 | 000000000010001 |
